Items Report
"May 9, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:30 AM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."
Items assigned to multiple categories are reported in just one category (the one created first).

Gross Sales,"$289,728.26"
Net Sales,"$287,800.86"
COGS,$0.00
Gross Profit,"$186,882.30"
Gross Profit Margin,64.93%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Repayments,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Uncategorized
,," "," "," "," ",Green Onions,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Jalapenos,1,$0.00," "," "," "," "," "," "," "
,HULA CHICKEN SLIDERS,$858.50,$849.85,71,0," "," ",-,-$8.65,$0.00,$0.00,0.30%,$11.97,$0.00,$849.85
,," "," "," "," ",White Rice,9,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mixed Greens,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,1,$1.50," "," "," "," "," "," "," "
,," "," "," "," ",Seaweed Salad,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Fountain Drink,1,$5.00," "," "," "," "," "," "," "
,FRIED FISH SLIDERS,$301.50,$301.50,25,0," "," ",-,$0.00,$0.00,$0.00,0.10%,$12.06,$0.00,$301.50
,," "," "," "," ",White Rice,8,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,1,$1.50," "," "," "," "," "," "," "
,," "," "," "," ",Mango,1,$0.00," "," "," "," "," "," "," "
,SHRIMP SLIDERS,$140.00,$138.60,10,0," "," ",-,-$1.40,$0.00,$0.00,0.05%,$13.86,$0.00,$138.60
,," "," "," "," ",White Rice,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mixed Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Ginger,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Furikake,1,$0.00," "," "," "," "," "," "," "
Total (SLIDERS),,"$2,200.00","$2,189.95",181,0,-,41,$8.00,-$10.05,$0.00,$0.00,0.76%,$12.10,$0.00,"$2,189.95"

CATERING
,LARGE GARLIC CHICKEN,$360.00,$360.00,2,0," "," ",-,$0.00,$0.00,$0.00,0.13%,$180.00,$0.00,$360.00
,LARGE HULA CHICKEN,$360.00,$360.00,2,0," "," ",-,$0.00,$0.00,$0.00,0.13%,$180.00,$0.00,$360.00
,LARGE MAC SALAD,$250.00,$250.00,5,0," "," ",-,$0.00,$0.00,$0.00,0.09%,$50.00,$0.00,$250.00
,SMALL KALUA PORK,$190.00,$190.00,2,0," "," ",-,$0.00,$0.00,$0.00,0.07%,$95.00,$0.00,$190.00
,LARGE KALUA PORK,$180.00,$180.00,1,0," "," ",-,$0.00,$0.00,$0.00,0.06%,$180.00,$0.00,$180.00
,SALMON POKE (1LB),$175.00,$175.00,7,0," "," ",-,$0.00,$0.00,$0.00,0.06%,$25.00,$0.00,$175.00
,Butter Mochi (12),$120.00,$120.00,4,0," "," ",-,$0.00,$0.00,$0.00,0.04%,$30.00,$0.00,$120.00
,SMALL TOFU,$100.00,$100.00,2,0," "," ",-,$0.00,$0.00,$0.00,0.03%,$50.00,$0.00,$100.00
,SMALL GARLIC CHICKEN,$95.00,$95.00,1,0," "," ",-,$0.00,$0.00,$0.00,0.03%,$95.00,$0.00,$95.00
,SMALL HULA CHICKEN,$95.00,$95.00,1,0," "," ",-,$0.00,$0.00,$0.00,0.03%,$95.00,$0.00,$95.00
,TUNA POKE (1LB),$100.00,$90.91,4,0," "," ",-,-$9.09,$0.00,$0.00,0.03%,$22.73,$0.00,$90.91
,Cucumbers (1lb),$70.00,$70.00,7,0," "," ",-,$0.00,$0.00,$0.00,0.02%,$10.00,$0.00,$70.00
,Hawaiian Roll (24),$30.00,$30.00,2,0," "," ",-,$0.00,$0.00,$0.00,0.01%,$15.00,$0.00,$30.00
,SMALL MAC SALAD,$30.00,$30.00,1,0," "," ",-,$0.00,$0.00,$0.00,0.01%,$30.00,$0.00,$30.00
,1LB SEAWEED SALAD,$15.00,$15.00,1,0," "," ",-,$0.00,$0.00,$0.00,0.01%,$15.00,$0.00,$15.00
Total (CATERING),,"$2,170.00","$2,160.91",42,0,-," ",$0.00,-$9.09,-$0.00,$0.00,0.75%,$51.45,$0.00,"$2,160.91"

SIDES
,MAC SALAD,$682.50,$677.93,273,0," "," ",-,-$4.57,$0.00,$0.00,0.24%,$2.48,$0.00,$677.93
,SIDE PROTEIN,$440.00,$434.17,80,0," "," ",-,-$5.83,$0.00,$0.00,0.15%,$5.43,$0.00,$434.17
,Extra Protein (2oz),$324.50,$322.99,59,0," "," ",-,-$1.51,$0.00,$0.00,0.11%,$5.47,$0.00,$322.99
,SIDE TOPPING,$83.00,$83.00,32,0," "," ",-,$0.00,$0.00,$0.00,0.03%,$2.59,$0.00,$83.00
,," "," "," "," ",Surimi Salad,2,$3.00," "," "," "," "," "," "," "
,SIDE CUCUMBERS,$67.50,$67.50,27,0," "," ",-,$0.00,$0.00,$0.00,0.02%,$2.50,$0.00,$67.50
,SIDE WONTON CHIPS,$51.00,$50.41,34,0," "," ",-,-$0.59,$0.00,$0.00,0.02%,$1.48,$0.00,$50.41
,SURIMI SALAD,$49.00,$47.37,14,0," "," ",-,-$1.63,$0.00,$0.00,0.02%,$3.38,$0.00,$47.37
,WHITE RICE,$47.50,$46.59,19,0," "," ",-,-$0.91,$0.00,$0.00,0.02%,$2.45,$0.00,$46.59
,EXTRA TOPPING,$42.50,$41.53,79,0," "," ",-,-$0.97,$0.00,$0.00,0.01%,$0.53,$0.00,$41.53
,," "," "," "," ",Fresh Avocado,2,$3.00," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Cucumbers,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Jalapenos,2,$0.00," "," "," "," "," "," "," "
,SEAWEED SALAD,$35.00,$35.00,14,0," "," ",-,$0.00,$0.00,$0.00,0.01%,$2.50,$0.00,$35.00
,HAWAIIAN ROLL,$9.00,$9.00,12,0," "," ",-,$0.00,$0.00,$0.00,0.00%,$0.75,$0.00,$9.00
,Taco Shell,$7.00,$7.00,7,0," "," ",-,$0.00,$0.00,$0.00,0.00%,$1.00,$0.00,$7.00
,BROWN RICE,$2.50,$2.50,1,0," "," ",-,$0.00,$0.00,$0.00,0.00%,$2.50,$0.00,$2.50
Total (SIDES),,"$1,841.00","$1,824.99",651,0,-,8,$6.00,-$16.01,$0.00,$0.00,0.63%,$2.80,$0.00,"$1,824.99"

SWEETS
,Mochi,"$1,099.00","$1,091.16",314,0," "," ",-,-$7.84,$0.00,$0.00,0.38%,$3.48,$0.00,"$1,091.16"
,BUTTER MOCHI,$322.00,$318.03,92,0," "," ",-,-$3.97,$0.00,$0.00,0.11%,$3.46,$0.00,$318.03
,HAUPIA PIE,$175.00,$174.00,50,0," "," ",-,-$1.00,$0.00,$0.00,0.06%,$3.48,$0.00,$174.00
Total (SWEETS),,"$1,596.00","$1,583.19",456,0,-," ",$0.00,-$12.81,$0.00,$0.00,0.55%,$3.47,$0.00,"$1,583.19"

TOTAL,,"$289,728.26","$287,800.86",20885,6,-," ","$4,958.75","-$1,861.40",$15.00,-$81.00,100.00%,$13.78,$0.00,"$186,882.30"
