Items Report
"May 9, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:29 AM"
Filters: Item Type = Revenue Items

Items: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$428,973.00"
Net Sales,"$426,703.17"
COGS,"$14,420.34"
Gross Profit,"$403,932.21"
Gross Profit Margin,94.66%

Name,Gross Sales,Net Sales,Sold,Refunded,Discounts,Repayments,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
HORNITOS REPOSADO TEQUILA 1.75L,$99.98,$99.98,2,0,$0.00,$0.00,$0.00,0.02%,$49.99,$0.00,$99.98
JACK DANIELS FIRE WHISKEY  1.75L,$99.98,$99.98,2,0,$0.00,$0.00,$0.00,0.02%,$49.99,$0.00,$99.98
JACK DANIELS HONEY WHISKEY 1.75L,$99.98,$99.98,2,0,$0.00,$0.00,$0.00,0.02%,$49.99,$0.00,$99.98
MICHTER'S SOUR MASH WHISKEY 750ML MICHTER'S SOUR MASH WHIS-TENNESSEE .750L,$99.98,$99.98,2,0,$0.00,$0.00,$0.00,0.02%,$49.99,$0.00,$99.98
BACARDI LIME RUM 750ML,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
COMTESSE DE MALET ROQUEFORT BORDEAUX  RED WINE 750ML,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
CRUZAN ESTATE DIAMOND 5YRS DARK RUM 750ML,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
HIGH TONICS  BERRY LEMONADE 4PACK CANS,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,-,-
JOSE CUERVO STRAWBERRY MARGARITA PREP COCKTAILS 1.75 JOSE CUERVO STRAWBERRY MARGARITA PREP COCKTAILS 1.75,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
Jose Cuervo White Peach Light  Margarita Mix 1.75L,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
Ram's Point Peanut Butter Whiskey 750ml,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
ST PAULI GIRL LAGER 12 PACK BOTTLE,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
TRULY BERRY HARD SELTZER 12PK,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
WHITE CLAW VARIETY PACK SURGE HARD SELTZER 12PK,$99.96,$99.96,4,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$99.96
BACARDI VARIETY PACK 6PACK,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$99.95
CAFES DE CUBA,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$99.95
JOEL GOTT PINOT NOIR 750ML,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$99.95
KETEL ONE VODKA 375ml KETEL ONE VODKA VODKA-IMPORTED .375L,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,-,-
PARROT BAY COCONUT RUM 750ML GLASS,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$99.95
PARROT BAY PINEAPPLE RUM 750ML GLASS,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$99.95
PARROT BAY SPICED RUM 750ML GLASS,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$99.95
SCORE PREMIUN VODKA VODKA-AMERICAN 1.75 SCORE PREMIUN VODKA VODKA-AMERICAN 1.75,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,-,-
Tequila Rose Strawberry Cream 375ml,$99.95,$99.95,5,0,$0.00,$0.00,$0.00,0.02%,$19.99,$99.95,$0.00
FINEST CALL PINA COLDA 1L FINEST CALL PINA COLDA PREP COCKTAILS .100L,$99.90,$99.90,10,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$99.90
Janis & Melanie Key Lime Cookies 6oz,$99.90,$99.90,10,0,$0.00,$0.00,$0.00,0.02%,$9.99,$42.50,$57.40
TAYLOR CREAM SHERRY SHERRY-IMPORTED 750 ml TAYLOR CREAM SHERRY SHERRY-IMPORTED 750 m,$99.90,$99.90,10,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$99.90
Chi Chi's Piña Colada Wine Cocktail,$99.80,$99.80,20,0,$0.00,$0.00,$0.00,0.02%,$4.99,$0.00,$99.80
Ole Smoky Banana Pudding,$99.80,$99.80,20,0,$0.00,$0.00,$0.00,0.02%,$4.99,$0.00,$99.80
BLUE CHAIR BAY WHITE RUM 1L,$98.97,$98.97,3,0,$0.00,$0.00,$0.00,0.02%,$32.99,$0.00,$98.97
CORONA LIGHT 6-PACK BEER .100L CORONA LIGHT 6-PACK BEER .100L,$97.94,$97.94,6,0,$0.00,$0.00,$0.00,0.02%,$16.32,$0.00,$97.94
LIME FRUIT LIME FRUIT,$96.00,$96.00,64,0,$0.00,$0.00,$0.00,0.02%,$1.50,$0.00,$96.00
1800 REPOSADO TEQUILA 750ML,$95.98,$95.98,2,0,$0.00,$0.00,$0.00,0.02%,$47.99,$0.00,$95.98
Chambord Raspberry Liqueur 750ml,$95.98,$95.98,2,0,$0.00,$0.00,$0.00,0.02%,$47.99,$0.00,$95.98
MICHTER'S UNBLENDED WHISKEY WHIS-TENNESSEE .750L MICHTER'S UNBLENDED WHISKEY WHIS-TENNESSEE .750L,$95.98,$95.98,2,0,$0.00,$0.00,$0.00,0.02%,$47.99,$0.00,$95.98
Coors Light 12 Pack Bottles,$119.95,$95.96,5,1,$0.00,$0.00,-$23.99,0.02%,$23.99,$0.00,$95.96
HALS KETTLE CHIPS SOUR CREAM & ONION 5OZ,$95.88,$95.88,12,0,$0.00,$0.00,$0.00,0.02%,$7.99,$35.88,$60.00
PORT WINE CHEESE SPREAD DELI 7 OZ PORT WINE CHEESE SPREAD DELI 7 OZ,$95.88,$95.88,12,0,$0.00,$0.00,$0.00,0.02%,$7.99,$0.00,$95.88
SICILIAN OLIVE MIX (PITTED) WITH HERBS,$95.88,$95.88,12,0,$0.00,$0.00,$0.00,0.02%,$7.99,$0.00,$95.88
MINUTE MAID VODKA SINGLE CAN,$95.76,$95.76,24,0,$0.00,$0.00,$0.00,0.02%,$3.99,-,-
GLENFIDDICH 12 YRS ORIGINAL SCOTCH WHISKY 1.75L,$94.99,$94.99,1,0,$0.00,$0.00,$0.00,0.02%,$94.99,$0.00,$94.99
Patrón Añejo Tequila 375mL,$99.98,$94.98,2,0,-$5.00,$0.00,$0.00,0.02%,$47.49,$0.00,$94.98
DEKUYPER BLUE CURACAO LIQUEUR 750ML,$94.95,$94.95,5,0,$0.00,$0.00,$0.00,0.02%,$18.99,$0.00,$94.95
SMIRNOFF ICE GREEN APPLE 6PACK,$94.95,$94.95,5,0,$0.00,$0.00,$0.00,0.02%,$18.99,$48.30,$46.65
Latte Large Coffee,$94.50,$94.50,21,0,$0.00,$0.00,$0.00,0.02%,$4.50,$0.00,$94.50
BUDWEISER 12 PACK BOTTLES,$91.96,$91.96,4,0,$0.00,$0.00,$0.00,0.02%,$22.99,$0.00,$91.96
Herederos Del Marques De Riscal ( Rioja ),$91.96,$91.96,4,0,$0.00,$0.00,$0.00,0.02%,$22.99,$0.00,$91.96
THE KEYS SALT SCRUB LAVENDER 12OZ,$91.96,$91.96,4,0,$0.00,$0.00,$0.00,0.02%,$22.99,$0.00,$91.96
ALGALIM ORGANIC JALAPENO MARGARITA 1L,$90.93,$90.93,7,0,$0.00,$0.00,$0.00,0.02%,$12.99,$43.75,$47.18
CANYON ROAD CABERNET SAUVIGNON 750ML  CANYON ROAD CABERNET WINE-DOMESTIC .100L,$90.93,$90.93,7,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$90.93
CHATEAU STE MICHELLE HORSE HEAVEN SAUVIGNON BLANC 750ML,$90.93,$90.93,7,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$90.93
DIET COKE CAN 12 PACK,$90.93,$90.93,7,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$90.93
Florida Keys Roasted Salted Mix Nuts 8oz,$90.93,$90.93,7,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$90.93
Master Of Mixes Strawberry 1.75L,$90.93,$90.93,7,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$90.93
ELKI SESAME MISC ELKI SESAME MISC,$90.87,$90.87,13,0,$0.00,$0.00,$0.00,0.02%,$6.99,$0.00,$90.87
BASIL HAYDEN BOURBON 1.75L,$89.99,$89.99,1,0,$0.00,$0.00,$0.00,0.02%,$89.99,$56.00,$33.99
BILLECART-SALMON CHAMPGNE BRUT ROSÈ 750ML,$89.99,$89.99,1,0,$0.00,$0.00,$0.00,0.02%,$89.99,$0.00,$89.99
Cakebread Cellars Cabernet Sauvignon 750ml,$89.99,$89.99,1,0,$0.00,$0.00,$0.00,0.02%,$89.99,$0.00,$89.99
JUSTIN ISOSCELES PASO ROBLES WINE-MISC 750 m JUSTIN ISOSCELES PASO ROBLES WINE-MISC 750 m,$89.99,$89.99,1,0,$0.00,$0.00,$0.00,0.02%,$89.99,$0.00,$89.99
THE BALVENIE 14 YEARS WHIS-SCOTCH .750L THE BALVENIE 14 YEARS WHIS-SCOTCH .750L,$89.99,$89.99,1,0,$0.00,$0.00,$0.00,0.02%,$89.99,$0.00,$89.99
AKUL REPOSADO 750ML,$89.98,$89.98,2,0,$0.00,$0.00,$0.00,0.02%,$44.99,$0.00,$89.98
CAMPARI  CORDIALS-IMPORTED .100L CAMPARI  CORDIALS-IMPORTED .100L,$89.98,$89.98,2,0,$0.00,$0.00,$0.00,0.02%,$44.99,$0.00,$89.98
PERNOD ANISE 750ML,$89.98,$89.98,2,0,$0.00,$0.00,$0.00,0.02%,$44.99,$0.00,$89.98
SAUZA HORNITOS REPOSADO TEQUILA .100L SAUZA HORNITOS REPOSADO TEQUILA .100L,$89.98,$89.98,2,0,$0.00,$0.00,$0.00,0.02%,$44.99,$0.00,$89.98
ABSOLUT VANILLA VODKA 750ML,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
Absolut Lime,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
CANADIAN CLUB 1858 1.75L,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
CRUZAN AGED DARK RUM 1.75L,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
CRUZAN AGED LIGHT RUM 1.75L,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
Captain Morgan 100 Proof 750ml,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
Evan Williams 1783 Small Batch Bourbon Whiskey 750mL,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$47.25,$42.72
ISLAMORADA GIN 750ML,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
Key West Trading Rum 750 Ml,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
RAIN GLUTEN FREE VODKA  1.75L RAIN ORGANICS VODKA VODKA-AMERICAN 1.75L,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
Rumple Minze,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
SEAGRAMS VO WHISKEY CANADIAN 1.75L SEAGRAMS VO WHISKEY WHIS-CANADIAN 1.75L,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
SIESTA KEY SPICED RUM 750ML,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
Soul Premium Cachaca 1L,$89.97,$89.97,3,0,$0.00,$0.00,$0.00,0.02%,$29.99,$0.00,$89.97
COMTESSE Bordeaux 750ml,$89.95,$89.95,5,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$89.95
PINNACLE VODKA WHIPPED 750ML,$89.95,$89.95,5,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$89.95
RED STRIPE  BEER  6PACK  RED STRIPE  BEER .100L,$89.95,$89.95,5,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$89.95
CERVEZA PALMA 6 PACK BEER CERVEZA PALMA 6 PACK BEER BEER,$89.94,$89.94,6,0,$0.00,$0.00,$0.00,0.02%,$14.99,$0.00,$89.94
Chamdeville Blanc de Blancs,$89.94,$89.94,6,0,$0.00,$0.00,$0.00,0.02%,$14.99,$0.00,$89.94
ICEBERG VODKA  750 ml,$89.94,$89.94,6,0,$0.00,$0.00,$0.00,0.02%,$14.99,$0.00,$89.94
MILLER LITE BEER 6 PACK CANS MILLER LITE BEER BEER,$89.94,$89.94,6,0,$0.00,$0.00,$0.00,0.02%,$14.99,$0.00,$89.94
ON THE ROCKS STRAWBERRY DAIQUIRI COCKTAIL 375ML,$89.94,$89.94,6,0,$0.00,$0.00,$0.00,0.02%,$14.99,$42.00,$47.94
CHARCUTERIE TRIO SALAME CAPOCOLLO SOPRESSATA BOARS HEAD 6OZ,$89.91,$89.91,9,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$89.91
FINEST CALL BANANA 1L,$89.91,$89.91,9,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$89.91
JIM BEAM Flask 375mL,$89.91,$89.91,9,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$89.91
FANTA ORANGE MEXICO GLASS BOTTLE 355ML,$89.82,$89.82,18,0,$0.00,$0.00,$0.00,0.02%,$4.99,$0.00,$89.82
ABSOLUT CITRON VODKA 1.75L,$95.98,$87.98,2,0,-$8.00,$0.00,$0.00,0.02%,$43.99,$0.00,$87.98
3bottle Sale DECOY PINOT NOIR,$87.96,$87.96,4,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$87.96
DISARONNO ITALIAN LIQUEUR 375ML,$87.96,$87.96,4,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$87.96
HARVEYS SOLERA SHERRY THE BRISTOL CREAM 750ML,$87.96,$87.96,4,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$87.96
PARROT BAY 90 COCONUT RUM 750ML GLASS,$87.96,$87.96,4,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$87.96
Parrot Bay 90 Proof Coconut 750ml Plastic Bottle,$87.96,$87.96,4,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$87.96
UNCURED GENOA SALAME TRADIZIONALE BOARS HEAD 9OZ,$87.92,$87.92,8,0,$0.00,$0.00,$0.00,0.02%,$10.99,$0.00,$87.92
HALS KETTLE CHIPS JALAPEÑO 5OZ,$87.89,$87.89,11,0,$0.00,$0.00,$0.00,0.02%,$7.99,$32.89,$55.00
Crown Royal Blended Canadian Whisky 50mL,$87.78,$87.78,22,0,$0.00,$0.00,$0.00,0.02%,$3.99,$0.00,$87.78
Schweppes Diet Tonic Water 1L,$86.71,$86.71,29,0,$0.00,$0.00,$0.00,0.02%,$2.99,$0.00,$86.71
MILAGRO ANEJO TEQUILA 750ML MILAGRO ANEJO LIQUOR-MISC .100L,$85.98,$85.98,2,0,$0.00,$0.00,$0.00,0.02%,$42.99,$0.00,$85.98
BLUE CHAIR BAY LIME RUM 750ML,$85.97,$85.97,3,0,$0.00,$0.00,$0.00,0.02%,$28.66,$0.00,$85.97
BLUE CHAIR BAY PINEAPPLE RUM CREAM 750ML,$85.97,$85.97,3,0,$0.00,$0.00,$0.00,0.02%,$28.66,$0.00,$85.97
Pinaple Deep Eddy,$85.97,$85.97,3,0,$0.00,$0.00,$0.00,0.02%,$28.66,-,-
OBAN LITTLE BAY SOTCH WHISKY  750mL OBAN SINGLE MALT LIQUOR-MISC .100L,$84.99,$84.99,1,0,$0.00,$0.00,$0.00,0.02%,$84.99,$0.00,$84.99
Deep Eddy Vodka 750ml,$84.97,$84.97,3,0,$0.00,$0.00,$0.00,0.02%,$28.32,$0.00,$84.97
LOS CAYOS 6 Pack,$84.95,$84.95,5,0,$0.00,$0.00,$0.00,0.02%,$16.99,$0.00,$84.95
WHITE CLAW BLACKBERRY HARD SELTZER 6PK,$84.95,$84.95,5,0,$0.00,$0.00,$0.00,0.02%,$16.99,$0.00,$84.95
FRANCO MARGARITA SALT,$84.83,$84.83,17,0,$0.00,$0.00,$0.00,0.02%,$4.99,$0.00,$84.83
1800  WATERMELON MARGARITA 1.75L,$83.97,$83.97,3,0,$0.00,$0.00,$0.00,0.02%,$27.99,$0.00,$83.97
JIM BEAM KENTUCKY FIRE BOURBON WHISKY 750ML,$83.97,$83.97,3,0,$0.00,$0.00,$0.00,0.02%,$27.99,$0.00,$83.97
OLE SMOKY BUTTER PECAN 750ML,$83.97,$83.97,3,0,$0.00,$0.00,$0.00,0.02%,$27.99,-,-
Ole Smoky Mandarins. 750 Ml,$83.97,$83.97,3,0,$0.00,$0.00,$0.00,0.02%,$27.99,-,-
JOSE CUERVO SILVER JOSE CUERVO SILVER,$83.94,$83.94,6,0,$0.00,$0.00,$0.00,0.02%,$13.99,$0.00,$83.94
Calypso,$83.72,$83.72,28,0,$0.00,$0.00,$0.00,0.02%,$2.99,$0.00,$83.72
1800 BLACK CHERRY MARGARITA 1.75L,$83.97,$83.21,3,0,-$0.76,$0.00,$0.00,0.02%,$27.74,$0.00,$83.21
HIGH NOON TEQUILA VARIETY PACK SELTZER 8PK,$80.97,$80.97,3,0,$0.00,$0.00,$0.00,0.02%,$26.99,$0.00,$80.97
SMIRNOFF 100 PROOF 1.75L,$80.97,$80.97,3,0,$0.00,$0.00,$0.00,0.02%,$26.99,$0.00,$80.97
SVEDKA  VODKA-IMPORTED .100L SVEDKA  VODKA-IMPORTED .100L,$80.97,$80.97,3,0,$0.00,$0.00,$0.00,0.02%,$26.99,$74.97,$6.00
CINCORO TEQUILA AÑEJO 375ML,$79.99,$79.99,1,0,$0.00,$0.00,$0.00,0.02%,$79.99,$0.00,$79.99
COINTREAU ORANGE FRENCH LIQUEUR 1.75L,$79.99,$79.99,1,0,$0.00,$0.00,$0.00,0.02%,$79.99,$0.00,$79.99
THE DALMORE SHERRY CASK SELECT 12 YRS 750ML,$79.99,$79.99,1,0,$0.00,$0.00,$0.00,0.02%,$79.99,$0.00,$79.99
ASTRAL TEQUILA AÑEJO 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
CAKEBREAD CELLARS SAUVIGNON BLANC 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
CLYDE MAYS'S SET OF TWO WHIS-TENNESSEE .375L CLYDE MAYS'S SET OF TWO WHIS-TENNESSEE .375L,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
Ciroc Imported Vodka 750 ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
Crown Royal Vanilla Whisky 750mL,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
Crown Royal Whisky Gift Set 750mL,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
DEEP EDDY PEACH VODKA 1.75L DEEP EDDY PEACH VODKA-IMPORTED 1.75L,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
Hijos De Villa Blanco Silver Tequila,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
Jameson Black Barrel 750mL,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
Jose Cuervo Tradicional Cristalino Reposado 750ml,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
LARCENY STRAIGHT BOURBON WHISKEY SMALL BATCH 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
MARTELL VS COGNAC 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
MR BLACK COFFEE LIQUEUR 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
ROBERT MONDAVI 2019 CABERNET SAUVIGNON 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
RUFFINO RISERVA DUCALE ORO 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
TAYLOR FLADGATE 10 YR OLD TAWNY PORTO 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
THE DIMPLE PINCH 15 YEARS WHIS-SCOTCH 750mL PINCH SCOTCH WHIS-SCOTCH .125L,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
TRAVELLER WHISKEY BLEND 40 750ML,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,-,-
Tanqueray No. 10 750ml,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
WhistlePig Piggy Back 6 Years Rye Whiskey 750mL,$79.98,$79.98,2,0,$0.00,$0.00,$0.00,0.02%,$39.99,$0.00,$79.98
Blue Chair Mango Rum Cream,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
CRUZAN AGED LIGHT RUM 750ML,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
DON Q COCO RUM  1L,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
DON Q CRISTAL RUM 750ML,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
J Vineyards 2022 Pinot Noir,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
JOEL GOTT CABERNET  SAUVIGNON WINE 750ML JOEL GOTT CABERNET  SAUVIGNON WINE-IMPORTED .100L,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
MARGARITAVILLE SILVER RUM 750ML GLASS,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
Rum Chata 375 mL,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
SKREWBALL PEANUT BUTTER WHISKEY  .375L SKREWBALL PEANUT BUTTER WHISKEY  .375L,$79.96,$79.96,4,0,$0.00,$0.00,$0.00,0.02%,$19.99,$0.00,$79.96
MICHELOB ULTRA BOTTLES   6PACK  MICHELOB ULTRA  BEER .100L,$79.95,$79.95,5,0,$0.00,$0.00,$0.00,0.02%,$15.99,$0.00,$79.95
REAL STRAWBERRY PUREE INFUSED SYRUP 22OZ,$79.92,$79.92,8,0,$0.00,$0.00,$0.00,0.02%,$9.99,$42.00,$37.92
STIRRINGS SIMPLE PALOMA 750ML,$79.92,$79.92,8,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$79.92
True Double Higned Corkscrew,$79.92,$79.92,8,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$79.92
HALS KETTLE CHIPS ORIGINAL SEA SALT,$79.90,$79.90,10,0,$0.00,$0.00,$0.00,0.02%,$7.99,$0.00,$79.90
TRULY STRAWBERRY LEMONADE VODKA 750ML,$79.90,$79.90,10,0,$0.00,$0.00,$0.00,0.02%,$7.99,$0.00,$79.90
Grey Goose 50 Ml,$79.84,$79.84,16,0,$0.00,$0.00,$0.00,0.02%,$4.99,$0.00,$79.84
RED BULL YELLOW 8.4OZ,$79.80,$79.80,20,0,$0.00,$0.00,$0.00,0.02%,$3.99,$0.00,$79.80
Barefoot Pinit Grigio 1.5L,$77.94,$77.94,6,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$77.94
Dailys Strawberry Mix 64 Ounce,$77.94,$77.94,6,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$77.94
RUFFINO PINOT GRIGIO WINE 750ML RUFFINO PINOT GRIGIO WINE-DOMESTIC .100L,$77.94,$77.94,6,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$77.94
LIGHTER LIGHTER,$80.73,$77.74,27,1,$0.00,$0.00,-$2.99,0.02%,$2.99,$0.00,$77.74
CAPTAIN MORGAN COCONUT RUM 1.75L,$75.98,$75.98,2,0,$0.00,$0.00,$0.00,0.02%,$37.99,$0.00,$75.98
CHOPIN WHEAT VODKA 750ML,$75.98,$75.98,2,0,$0.00,$0.00,$0.00,0.02%,$37.99,$0.00,$75.98
Deep Eddy Ruby Red VODKA 1.75L,$75.98,$75.98,2,0,$0.00,$0.00,$0.00,0.02%,$37.99,$0.00,$75.98
HENDRICK'S OASIUM 750ML,$75.98,$75.98,2,0,$0.00,$0.00,$0.00,0.02%,$37.99,$0.00,$75.98
PYRAT RUM XO 750ML,$75.98,$75.98,2,0,$0.00,$0.00,$0.00,0.02%,$37.99,$42.00,$33.98
RHUM BARBANCOURT 8YEARS 750ML,$75.98,$75.98,2,0,$0.00,$0.00,$0.00,0.02%,$37.99,$45.50,$30.48
J PINOT GRIS 750ML,$75.96,$75.96,4,0,$0.00,$0.00,$0.00,0.02%,$18.99,-,-
JOSE CUERVO GOLD TEQUILA 375ML,$75.96,$75.96,4,0,$0.00,$0.00,$0.00,0.02%,$18.99,$0.00,$75.96
RED BULL BLUEBERRY,$75.81,$75.81,19,0,$0.00,$0.00,$0.00,0.02%,$3.99,$0.00,$75.81
THE GLENLIVET 15 YEARS FRENCH OAK RESERVE WISKY 750ML,$74.99,$74.99,1,0,$0.00,$0.00,$0.00,0.02%,$74.99,$0.00,$74.99
Aguardiente Antioqueño Sin Azúcar 750mL,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
BACARDI COQUITO COCONUT CREAM LIQUEUR 750ML,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
BACARDI LIMON RUM 750ML,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
BACARDI PINEAPPLE RUM 750ML,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
CAPTAIN MORGAN WHITE RUM 750ML GLASS,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
CASAMIGOS MARGARITAS 8PACK CANS,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,-,-
CHATEAU SAINT ANDRE CORBIN 750ML,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
CRUZAN ESTATE DIAMOND BLACK STRAP RUM 750ML,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$39.00,$35.97
