Items Report
"May 9, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:29 AM"
Filters: Item Type = Revenue Items

Items: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$428,973.00"
Net Sales,"$426,703.17"
COGS,"$14,420.34"
Gross Profit,"$403,932.21"
Gross Profit Margin,94.66%

Name,Gross Sales,Net Sales,Sold,Refunded,Discounts,Repayments,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
COURVOISIER VS COGNAC COGNAC 750ML COURVOISIER VS COGNAC COGNAC 750ML,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,-,-
CROWN ROYAL WHISKY SOUR COCKTAIL WITH BLACK CHERRY 750ML,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
DECOY RED WINE Limited 750 mL DECOY RED WINE WINE-DOMESTIC 750 m,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,-,-
DEEP EDDY ORANGE VODKA 750ML DEEP EDDY ORANGE VODKA-AMERICAN .750L,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
DULCE VIDA GRAPEFRUIT TEQUILA 750 m DULCE VIDA GRAPEFRUIT TEQUILA 750 m,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
FRANK FAMILY CHARDONNAY 750ML,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
JOSE CUERVO TRADICIONAL TEQUILA PLATA 750ML,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
Jim Beam Orange Bourbon 750ml,$27.99,$27.99,1,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$27.99
BOARS HEAD HORSERADISH BREAD & BUTTER PICKLE CHIPS,$27.96,$27.96,4,0,$0.00,$0.00,$0.00,0.01%,$6.99,$0.00,$27.96
Custom Item,$27.96,$27.96,4,0,$0.00,$0.00,$0.00,0.01%,$6.99,-,-
Elki Spring Onion Crackers,$27.96,$27.96,4,0,$0.00,$0.00,$0.00,0.01%,$6.99,$13.96,$14.00
SUGARLANDS SHINE 50ML,$27.93,$27.93,7,0,$0.00,$0.00,$0.00,0.01%,$3.99,$0.00,$27.93
3 PEPPER JACK COLBY JACK 8 Oz,$26.97,$26.97,3,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$26.97
BAREFOOT RIESLING 750ML,$26.97,$26.97,3,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$26.97
Chipotle Gouda Cheese 8oz,$26.97,$26.97,3,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$26.97
Cream Havarti Dill Cheese 8oz,$26.97,$26.97,3,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$26.97
SLIQ DAIQUIRI SINGLES,$26.91,$26.91,9,0,$0.00,$0.00,$0.00,0.01%,$2.99,$0.00,$26.91
ARIZONA JUICE COCKTAILS PARTY PACK 12PACK,$25.99,$25.99,1,0,$0.00,$0.00,$0.00,0.01%,$25.99,$0.00,$25.99
Barefoot Merlot 1.5 L,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
Barefoot Pinot Noir 1.5 L,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
Custom Item,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,-,-
Dailys Margarita Mix 64oz,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
Filthy Paloma Mix 946 Ml,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,-,-
KIM CRAWFORD ROSE  750 ML KIM CRAWFORD ROSE WINE-MISC 750 m,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
LINDT DOUBLE CHOCOLATE,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
LOCK AND LOAD BOURBON WHISKY  100ML,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
Lindt Dark Chocolate 5.1oz,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
MCCORMICK ORANGE VODKA 1.75L MCCORMICK ORANGE VODKA-IMPORTED 1.75L,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
MCCORMICK PEACH VODKA 1.75L MC CORMICK PEACH VODKA-AMERICAN 1.75L,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
OYSTER BAY CHARDONNAY 750ML,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
Peaches Provisions Mucho Caliente Olives 8oz,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
REAL SANGRIA SPAIN 1.5L,$25.98,$25.98,2,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$25.98
BACARDI BLACK RUM 750ML,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
BACARDI GOLD RUM 750ML PLASTIC,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
BACARDI RASPBERRY RUM 750ML,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
CRUZAN HURRICANE 137 PROOF AGED RUM 750ML,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
Captain Morgan Mai Tai 1.75L,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
Chateau Chapelle D' Alienor 750ml,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
Crown Royal Peach Whisky 375mL,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
EL DORADO 8YR RUM 750ML,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
JOSE CUERVO Watermelon Margarita 1.75L,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
Jose Cuervo Golden Strawberry Margarita 1.75L,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
Jose Cuervo Margaritas Orange Pineapple 1.75L,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
Jose Cuervo Raspberry Margarita 1.75L,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
LILLET BLANC Maison Fondee En 1872,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
MYERS RUM PLATINUM WHITE 750ML,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
Mr Toms Spirits Gluten Free Sugar Free Vodka 1.75L,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
STOLICHNAYA  BLUEBERI VODKA 750ML STOLI BLUEBERRY VODKA-IMPORTED .750L,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
SWEET JUSTICE LEMON GINGER ALE THC 4PACK CANS,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
Sambuca,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,-,-
UNO MALBEC ANTIGAL 1.75L,$24.99,$24.99,1,0,$0.00,$0.00,$0.00,0.01%,$24.99,$0.00,$24.99
ON THE ROCKS AVIATION 100ML,$24.95,$24.95,5,0,$0.00,$0.00,$0.00,0.01%,$4.99,$0.00,$24.95
Relax Sparkling Dry Rose 750ML,$24.95,$24.95,5,0,$0.00,$0.00,$0.00,0.01%,$4.99,$0.00,$24.95
ASTORIA PROSECCO ROSE 750ML,$23.97,$23.97,3,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$23.97
Custom Item,$23.97,$23.97,3,0,$0.00,$0.00,$0.00,0.01%,$7.99,-,-
MCCORMICK CHERRY VODKA 750 ML MC CORMICK CHERRY VODKA-AMERICAN 750 m,$23.97,$23.97,3,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$23.97
YELLOW TAIL CABERNET S 750 ML,$23.97,$23.97,3,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$23.97
Buffalo Trace Bourbon Cream Mini 50mL,$23.96,$23.96,4,0,$0.00,$0.00,$0.00,0.01%,$5.99,$0.00,$23.96
Custom Item,$23.96,$23.96,4,0,$0.00,$0.00,$0.00,0.01%,$5.99,-,-
ARIZONA GREEN TEA 15.5OZ,$23.94,$23.94,6,0,$0.00,$0.00,$0.00,0.01%,$3.99,$0.00,$23.94
RUM CHATA MINI 50mL RUM CHATA MINI RUM-AMERICAN 0.5,$23.92,$23.92,8,0,$0.00,$0.00,$0.00,0.01%,$2.99,$0.00,$23.92
Custom Item,$23.88,$23.88,12,0,$0.00,$0.00,$0.00,0.01%,$1.99,-,-
GROTH SAUVIGNON BLANC 750ML,$22.99,$22.99,1,0,$0.00,$0.00,$0.00,0.01%,$22.99,$0.00,$22.99
LAND SHARK LAGER 12-PACK BEER .100L LAND SHARK LAGER 12-PACK BEER .100L,$22.99,$22.99,1,0,$0.00,$0.00,$0.00,0.01%,$22.99,-,-
Arizona Rx Energy Herbal Tonic 22oz,$22.45,$22.45,5,0,$0.00,$0.00,$0.00,0.01%,$4.49,$0.00,$22.45
Chi-chis Gold Margarita 1.75L,$21.99,$21.99,1,0,$0.00,$0.00,$0.00,0.01%,$21.99,$0.00,$21.99
Hess Chardonay 2021,$21.99,$21.99,1,0,$0.00,$0.00,$0.00,0.01%,$21.99,-,-
Chamisal Pinot Noir 750ml,$21.96,$21.96,1,0,$0.00,$0.00,$0.00,0.01%,$21.96,$0.00,$21.96
99 apples,$21.89,$21.89,11,0,$0.00,$0.00,$0.00,0.01%,$1.99,$0.00,$21.89
SMIRNOFF VODKA  90 PROOF 750 mL,$20.99,$20.99,1,0,$0.00,$0.00,$0.00,0.00%,$20.99,$0.00,$20.99
ELKI WATER CRACKERS MISC ELKI WATER CRACKERS MISC,$20.97,$20.97,3,0,$0.00,$0.00,$0.00,0.00%,$6.99,$10.47,$10.50
ABSOLUT COCKTAILS CLASSIC COSMOPOLITAN 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,-,-
ABSOLUT COCKTAILS RASPBERRY LEMONADE 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,-,-
ALBARINO FAUSTINO RIVERO WINE-IMPORTED 7.5 ALBARINO FAUSTINO RIVERO WINE-IMPORTED 7.5,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
BENCHMARK OLD #8 BRAND BOURBON  WHISKEY  1L BENCHMARK OLD #8 BRAND BOURBON  WHISKIES 1,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
BLANDYS RAINWATER MEDIUM DRY MADEIRA 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
BUBBA'S MARSHMALLOW CHOCOLATE WHISKEY 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
CAFES DE CUBA,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
CHATEAU STE MICHELLE INDIAN WELLS MERLOT 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
CRUZAN COCONUT RUM 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
CRUZAN GUAVA RUM 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Chandon Garden Spritz 750ml,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Classico SPRITZ DEL CONTE 750ml,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$10.00,$9.99
DON Q PINA 1L,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Don Q Coco Pina Colada With Pineapple Glass 750ml,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
EarlyTimes Kentucky Whisky 750mL Aged In Oak,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
FERRARI CARANO FUME BLANC 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Freixenet Cordon Negro 3Pack,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
JIM BEAM 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Key West Trading Whiskey 375 Ml,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
MARGARITAVILLE COCONUT RUM 1L,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
MARGARITAVILLE COCONUT RUM 750ML GLASS,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
MARGARITAVILLE ISLAND LIME TEQUILA  750ml MARGARITAVILLE LIME TEQUILA  7.5,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
MER SOLEIL SILVER CHARDONNAY 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Pavao Branco White Wine (750ml),$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
SKYY INFUSIONS ESPRESSO VODKA 1L,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
SMIRNOFF CITRUS VODKA 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
SMIRNOFF GREEN APPLE VODKA  1L SMIRNOFF GREEN APPLE,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
SMIRNOFF ORANGE VODKA 750ML SMIRNOFF ORANGE LIQUOR-MISC .100L,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
SMIRNOFF PEPPERMINT TWIST LIMITED EDITION VODKA 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Smirnoff VODKA Green Apple 750ml,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Ste Chateau Michelle Merlot 750mL,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Sweet Lucy Bourbon 750 Ml,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
Terrazas De Los Andes Cabernet Sauvignon  750ml,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
True Cocktail Shaker,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
WARRES WARRIOR PORTI FINEST RESERVE 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
WOODFORD RESERVE OLD FASIONED COCKTFAIL SYRUP 473ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,-,-
YukonJack Honey 100Proof 750ML,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,$0.00,$19.99
photos 5 año reserva wine,$19.99,$19.99,1,0,$0.00,$0.00,$0.00,0.00%,$19.99,-,-
FINEST CALL GRENADINE 1L FINEST CALL GRENADINE MISC .100L,$19.98,$19.98,2,0,$0.00,$0.00,$0.00,0.00%,$9.99,$0.00,$19.98
Finest Call Watermelon 1L,$19.98,$19.98,2,0,$0.00,$0.00,$0.00,0.00%,$9.99,$0.00,$19.98
GRAND MARNIER LIQUEUR MINI GRAND MARNIER MINI,$19.98,$19.98,2,0,$0.00,$0.00,$0.00,0.00%,$9.99,$0.00,$19.98
MASTER OF MIXES BLOODY MARY MIXER 750ML,$19.98,$19.98,2,0,$0.00,$0.00,$0.00,0.00%,$9.99,$0.00,$19.98
Master Of Mixes Mint Simple Syrup 375ml MINT SYRUP,$19.98,$19.98,2,0,$0.00,$0.00,$0.00,0.00%,$9.99,$0.00,$19.98
Sutter Home Merlot 4pk,$19.98,$19.98,2,0,$0.00,$0.00,$0.00,0.00%,$9.99,$0.00,$19.98
Syrup Raspberry,$19.98,$19.98,2,0,$0.00,$0.00,$0.00,0.00%,$9.99,-,-
CHI-CHIS STRAWBERRY DAIQUIRI 187ML,$19.96,$19.96,4,0,$0.00,$0.00,$0.00,0.00%,$4.99,$0.00,$19.96
DUNKIN ICED COFFEE  FRENCH VANILLA 13.7oz,$19.96,$19.96,4,0,$0.00,$0.00,$0.00,0.00%,$4.99,$9.00,$10.96
DUNKIN ICED COFFEE ORIGINAL 13.7OZ,$19.96,$19.96,4,0,$0.00,$0.00,$0.00,0.00%,$4.99,$9.00,$10.96
Starbucks Frappuccino Coffee 13.7oz,$19.96,$19.96,4,0,$0.00,$0.00,$0.00,0.00%,$4.99,$0.00,$19.96
Starbucks Frappuccino Mocha 13.7oz,$19.96,$19.96,4,0,$0.00,$0.00,$0.00,0.00%,$4.99,$0.00,$19.96
Ketel One 50ml,$19.95,$19.95,5,0,$0.00,$0.00,$0.00,0.00%,$3.99,$0.00,$19.95
DE KUYPER BUTTERSHOTS 1L,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,-,-
DEKUYPER AMARETTO LIQUEUR 750ML,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,$0.00,$18.99
DEKUYPER BLACK BERRY LIQUEUR 750ML,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,$0.00,$18.99
DEKUYPER MELON LIQUEUR 750ML,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,$0.00,$18.99
DEKUYPER PEPPERMINT LIQUEUR 750ML,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,$0.00,$18.99
DEKUYPER RAZZMATAZZ RASPBERRY LIQUEUR 750ML,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,$0.00,$18.99
MIKES HARD LEMONADE TROPICAL PUNCH 6PACK,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,$9.66,$9.33
SMIRNOFF ICE RASPBERRY 6PACK,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,$9.66,$9.33
TRIBUTE Cabernet Sauvignon 750ml,$18.99,$18.99,1,0,$0.00,$0.00,$0.00,0.00%,$18.99,$0.00,$18.99
ALEC BRADLEY ROJECT 40 CIGAR,$18.00,$18.00,1,0,$0.00,$0.00,$0.00,0.00%,$18.00,$0.00,$18.00
CELLIER DU PONT D ARC SAUVIGNON BLANC 750ML,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
CORONA PREMIER 6 PACK BEER CORONA PREMIER 6 PACK BEER,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
CROWDED HOUSE SAUVIGNON BLANC 750ML,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
CUSUMANO INSOLIA 750ML,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
FRANZIA  BOX PINOT GRIGIO 3L,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
FRANZIA BOX CHARDONNAY 3L FRANZIA CHARD WINE-DOMESTIC .100L,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
FRANZIABOX  ZINFANDEL 3L FRANZIA ZINFANDEL WINE-DOMESTIC,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,-,-
HEINEKEN LIGHT BOTTLES  6PACK  HEINEKEN LIGHT BEER .100L,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
La Rubia Blonde Ale 6pack,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
PERONI ITLIAN 6PACK BEER,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
SEA SUN CHARDONNAY 750ML,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
SEAGRAMS 7 RYE WHISKEY WHIS-BLEND 0.75 SEAGRAMS 7 RYE WHISKEY WHIS-BLEND 0.75,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
SLIQ SPIRITED ICE BOX (9) 100ML,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,$0.00,$17.99
Surfside Peach-tea Vodka 4 Pack,$17.99,$17.99,1,0,$0.00,$0.00,$0.00,0.00%,$17.99,-,-
GHIRARDELLI BLOOD ORANGE INTENSE DARK,$17.98,$17.98,2,0,$0.00,$0.00,$0.00,0.00%,$8.99,$0.00,$17.98
GHIRARDELLI DARK CHOCOLATE BAR,$17.98,$17.98,2,0,$0.00,$0.00,$0.00,0.00%,$8.99,$0.00,$17.98
KRUGY RED,$17.97,$17.97,3,0,$0.00,$0.00,$0.00,0.00%,$5.99,$0.00,$17.97
KRUGY Single KRUGY,$17.97,$17.97,3,0,$0.00,$0.00,$0.00,0.00%,$5.99,-,-
TRUE DUAL JIGGER,$17.97,$17.97,3,0,$0.00,$0.00,$0.00,0.00%,$5.99,$0.00,$17.97
EDUCATED GUESS Red Wine Blend,$16.99,$16.99,1,0,$0.00,$0.00,$0.00,0.00%,$16.99,$0.00,$16.99
LLORD'S CREME DE CACAO LIQUEUR 1L,$16.99,$16.99,1,0,$0.00,$0.00,$0.00,0.00%,$16.99,$0.00,$16.99
Llord's Amaretto Liqueur 1 L,$16.99,$16.99,1,0,$0.00,$0.00,$0.00,0.00%,$16.99,$0.00,$16.99
Llord's Blue Curacao Liqueur 1 L,$16.99,$16.99,1,0,$0.00,$0.00,$0.00,0.00%,$16.99,$0.00,$16.99
Custom Item,$16.00,$16.00,4,0,$0.00,$0.00,$0.00,0.00%,$4.00,-,-
Light Hearted Pinot Noir 750mL,$15.98,$15.98,2,0,$0.00,$0.00,$0.00,0.00%,$7.99,$0.00,$15.98
McCormick Watermelon Vodka 750 ML,$15.98,$15.98,2,0,$0.00,$0.00,$0.00,0.00%,$7.99,$0.00,$15.98
ZINGZANG MARGARITA MIX ZINGZANG MARGARITA MIX,$15.98,$15.98,2,0,$0.00,$0.00,$0.00,0.00%,$7.99,-,-
Crown Royal Apple Whisky,$15.96,$15.96,4,0,$0.00,$0.00,$0.00,0.00%,$3.99,$0.00,$15.96
True Pocket Corkscrew,$15.96,$15.96,4,0,$0.00,$0.00,$0.00,0.00%,$3.99,$0.00,$15.96
YUKON JACK  LIQUOR-MISC 50ML YUKON JACK  LIQUOR-MISC 50ML,$15.00,$15.00,10,0,$0.00,$0.00,$0.00,0.00%,$1.50,$0.00,$15.00
ABSOLUT VODKA 375ML,$14.99,$14.99,1,0,$0.00,$0.00,$0.00,0.00%,$14.99,$0.00,$14.99
KIM CRAWFORD PROSECCO 750ML,$14.99,$14.99,1,0,$0.00,$0.00,$0.00,0.00%,$14.99,$0.00,$14.99
LA SILLA CABERNET SAUV WINE 750ML LA SILLA CABERNET SAUV WINE-IMPORTED 7.5,$14.99,$14.99,1,0,$0.00,$0.00,$0.00,0.00%,$14.99,$0.00,$14.99
SIP MARGS COCONUT MARGARITA 4PACK,$14.99,$14.99,1,0,$0.00,$0.00,$0.00,0.00%,$14.99,-,-
SIP MARGS MEZCAL MARGARITA 4PACK CANS,$14.99,$14.99,1,0,$0.00,$0.00,$0.00,0.00%,$14.99,-,-
SOBIESKI RASBERRY VODKA 1L SOBIESKI RASBERRY VODKA FLOVOR VODKA-AMERICAN 7.5,$14.99,$14.99,1,0,$0.00,$0.00,$0.00,0.00%,$14.99,$0.00,$14.99
illumination sauvignon blanc,$14.99,$14.99,1,0,$0.00,$0.00,$0.00,0.00%,$14.99,-,-
Budweiser Single 12floz,$14.97,$14.97,3,0,$0.00,$0.00,$0.00,0.00%,$4.99,$0.00,$14.97
ON THE ROCKS MANHATTAN 100ML,$14.97,$14.97,3,0,$0.00,$0.00,$0.00,0.00%,$4.99,$0.00,$14.97
RED BULL 20 OZ RED BULL 20 OZ,$14.97,$14.97,3,0,$0.00,$0.00,$0.00,0.00%,$4.99,$0.00,$14.97
Starbucks Frappuccino Vanilla 13.7oz,$14.97,$14.97,3,0,$0.00,$0.00,$0.00,0.00%,$4.99,$0.00,$14.97
Calypso Silver Rum 50ml,$14.95,$14.95,5,0,$0.00,$0.00,$0.00,0.00%,$2.99,$0.00,$14.95
DEVILS RIVER RYE WHISKEY 50ML,$14.95,$14.95,5,0,$0.00,$0.00,$0.00,0.00%,$2.99,$0.00,$14.95
Master Of Mixes Loaded Bloody Mary Mixer  1.75,$14.99,$14.58,1,0,-$0.41,$0.00,$0.00,0.00%,$14.58,$0.00,$14.58
Gatorade,$14.36,$14.36,4,0,$0.00,$0.00,$0.00,0.00%,$3.59,$0.00,$14.36
Add Meat,$14.00,$14.00,7,0,$0.00,$0.00,$0.00,0.00%,$2.00,$0.00,$14.00
Cortadito Coffee,$14.00,$14.00,4,0,$0.00,$0.00,$0.00,0.00%,$3.50,-,-
BOARS HEAD MAYONNAISE 9oz,$13.98,$13.98,2,0,$0.00,$0.00,$0.00,0.00%,$6.99,$0.00,$13.98
PUB STYLE HORSERADISH BOARS HEAD 9.5OZ,$13.98,$13.98,2,0,$0.00,$0.00,$0.00,0.00%,$6.99,$0.00,$13.98
TIP TOP COSMOPOLITAN,$13.98,$13.98,2,0,$0.00,$0.00,$0.00,0.00%,$6.99,-,-
YELLOW MUSTARD BOARS HEAD 9OZ,$13.98,$13.98,2,0,$0.00,$0.00,$0.00,0.00%,$6.99,$0.00,$13.98
BUSHWACKER COCONUT RUM CREAM  50ML,$13.93,$13.93,7,0,$0.00,$0.00,$0.00,0.00%,$1.99,$0.00,$13.93
Benchmark Bourbon Whiskey 50ml,$13.86,$13.86,14,0,$0.00,$0.00,$0.00,0.00%,$0.99,$0.00,$13.86
CROWLEY MILK GROCERY - TAXABLE CROWLEY MILK GROCERY - TAXABLE,$13.74,$13.74,6,0,$0.00,$0.00,$0.00,0.00%,$2.29,-,-
Barefoot Chardonnay 1.5 L,$12.99,$12.99,1,0,$0.00,$0.00,$0.00,0.00%,$12.99,$0.00,$12.99
